t/Ri,a/c,a/t ,"A0, G0","A0, G1","A0, G5","A0, G6","A1, G0","A1, G1","A1, G5","A1, G6","A2, G0","A2, G1","A2, G5","A2, G6","A3, G0","A3, G1","A3, G5","A3, G6","A4, G0","A4, G1","A4, G5","A4, G6","A5, G0","A5, G1","A5, G5","A5, G6","A6, G0","A6, G1","A6, G5","A6, G6"
0.01,0.0625,0.6,0.390524,0.059258,0.394588,-0.047704,3.257664,0.501495,2.952202,0.048711,-4.31971,2.35444,-1.82659,-1.0141,12.91827,-2.28772,3.851151,0.924681,-15.9472,3.544442,-0.22935,2.628779,6.851412,-5.24082,-6.03287,-4.277482,-0.59746,2.28609,3.428571,1.74194
0.01,0.0625,0.8,0.558548,0.0998622,0.531189,-0.131935,3.073305,0.8721037,3.606038,1.659381,2.711606,0.8806798,-1.61263,-12.837138,0.157017,7.524317,14.37621,29.45853,1.195911,-12.931792,-21.8137,-22.518377,-12.2761,5.5339974,5.879687,-0.802706,8.15085,-0.1725691,2.580645,5.1521
0.01,0.125,0,0.4065238,0.032027,0.4065238,0,0.7772483,0.1825342,0.7772483,0,3.8861644,2.2670449,3.8861644,0,-12.573943,-2.7076615,-12.573943,0,16.760207,1.2088194,16.760207,0,-11.014593,-0.377743,-11.014593,0,2.8706957,0.0763155,2.8706957,0
0.01,0.125,0.2,0.4141304,0.0487218,0.4141387,-0.02151,1.137707,0.0175251,1.1728917,0.2289,1.7925852,3.907387,1.5879788,-1.01833,-6.3816121,-9.0112567,-5.7380688,1.20018,8.0611916,12.465726,7.0270589,0.500256,-20.7054058,0,0,0,1.3130132,2.9937975,1.0702122,0.639524
0.01,0.125,0.4,0.488463,0.072189,0.494501,-0.032606,1.573083,0.419684,1.256941,0.259937,0.679425,1.572558,3.184644,-1.277975,-2.69427,-0.5246,-11.5003,1.685256,2.46889,-1.882,17.51924,0.2883,-1.09677,1.618109,-13.4173,-1.641709,0.12794,-0.43023,4,0.727212
0.01,0.125,0.6,0.632565,0.117102,0.633793,-0.051051,1.961238,0.457833,1.734758,0.467915,0.212464,2.116802,2.039775,-2.802661,1.067366,-1.88948,-5.50026,5.492777,-4.85209,0.575957,6.547853,-3.601347,4.242828,-0.8442,-5.19943,-0.214177,-1.21876,0.48755,1.777778,0.715702
0.01,0.125,0.8,0.904467,0.194705,0.896992,-0.119628,1.660291,0.409353,1.887018,2.164755,5.429361,3.307649,4.141838,-17.369329,-7.87417,-3.22508,-5.80866,55.455597,-87.886592,0,0,0,5.438647,1.292511,3.671175,61.931057,-20.362383,0,0,0
0.01,0.25,0,0.6152816,0.0703566,0.6152816,0,-0.3348694,0.2828152,-0.3348694,0,6.295562,1.4036169,6.295562,0,-15.590618,-0.6511596,-15.590618,0,19.299508,-1.2076596,19.299508,0,-12.488107,1.0318656,-12.488107,0,3.3010035,-0.2423741,3.3010035,0
0.01,0.25,0.2,0.6208898,0.0903134,0.6256175,-0.052928,-0.1664421,0.1796401,-0.2460646,0.581708,6.5968181,2.4581113,7.1786495,-2.043905,-18.807095,-4.8428461,-20.690522,2.490805,26.180692,5.9649997,29.252069,-0.306132,-45.2010528,0,0,0,5.1787192,1.4302661,5.9439866,0.554526
0.01,0.25,0.4,0.732995,0.124453,0.732458,-0.072476,0.099625,0.243823,-0.079,0.754583,3.957373,1.942652,5.213246,-2.690974,-7.25266,-2.06094,-11.2672,3.337762,4.91367,0.695455,11.33695,-0.433362,-8.34176,0,0,0,-0.44015,0.12921,1.111111,0.777629
0.01,0.25,0.6,0.933585,0.18616,0.930885,-0.084213,-0.06714,0.187207,-0.24879,0.837836,4.985972,2.320879,6.415844,-3.078933,-8.00998,-2.45919,-12.995,3.942874,3.144457,0.428893,11.66245,-0.465971,2.175137,0.35508,-4.84848,-2.253671,-1.56709,-0.1581,0.666667,1.109725
0.01,0.25,0.8,1.240705,0.268532,1.202005,-0.045057,-0.98327,0.068702,-0.24136,0.428607,11.03635,2.924279,5.436416,-2.445033,-24.419,-3.19358,-5.7446,5.250287,25.07482,-0.07249,-5.69598,-4.353282,-13.2471,1.661458,11.27678,0.711354,3.04485,-0.72485,-4.5,0.454646
0.01,0.5,0,0.8776607,0.1277541,0.8776607,0,-0.6729719,0.4368502,-0.6729719,0,3.7721411,0.4904522,3.7721411,0,-6.520906,1.0427434,-6.520906,0,6.3377934,-2.9631236,6.3377934,0,-3.7028038,2.0826525,-3.7028038,0,0.9872447,-0.5184313,0.9872447,0
0.01,0.5,0.2,0.9005246,0.1490274,0.9044688,-0.021609,-1.0307386,0.1602062,-1.0934309,0.222562,6.3564034,2.2439024,6.8237929,-0.743625,-14.66273,-4.4879387,-16.242399,0.856984,18.900958,5.6373631,21.630155,-0.112483,-33.3321078,0,0,0,3.7340887,1.426772,4.5238507,0.124712
0.01,0.5,0.4,1.006388,0.178944,0.982766,-0.033,-0.74257,0.32069,-0.55447,0.255844,3.126026,1.101166,2.119594,-1.23925,-2.1867,-0.27803,0.32287,2.715541,-13.87792,0,0,0,5.129893,1.664871,7.069767,1.174848,-5.15623,0,0,0
0.01,0.5,0.6,1.187688,0.234856,1.173692,-0.02414,-1.15146,0.169401,-1.09852,0.105466,4.313443,1.531033,4.091484,-0.36921,-3.6414,-0.92974,-3.42735,0.148017,-3.22481,-1.20484,-2.79964,1.345206,6.578137,1.474713,5.658103,-2.21343,-2.77825,-0.50378,-2.32609,1.008086
0.01,0.5,0.8,1.376855,0.282717,1.385298,-0.00699,-1.18079,0.225806,-1.45988,-0.13541,3.432775,0.913633,4.882445,0.51296,-1.9675,0.487159,-5.05672,-0.1715,-8.46157,0,0,0,5.258623,1.901396,3.964912,2.079138,-4.81507,0,0,0
0.01,1,0,1.1977992,0.1870117,1.1977992,0,-0.524487,0.6987352,-0.524487,0,0.1498299,0.13169,0.1498299,0,2.3284866,0.7269255,2.3284866,0,-5.1058499,-2.5259384,-5.1058499,0,4.3469049,2.1756251,4.3469049,0,-1.348798,-0.6540458,-1.348798,0
0.01,1,0.2,1.2163255,0.2120446,1.234299,-0.006357,-1.2105406,0.2333067,-1.5314671,0.054649,4.9378591,2.9256445,7.1783779,-0.167572,-13.277329,-8.138962,-20.802459,0.17673,20.674347,12.029482,33.720887,-0.034721,-54.2525878,0,0,0,5.3664988,3.1519185,9.1678853,-0.005965
0.01,1,0.4,1.306466,0.223571,1.270835,-0.0551,-1.01524,0.533887,-0.70022,0.597437,1.935088,0.826362,0.407822,-3.07907,-0.89937,-0.74393,2.352945,7.321895,-17.77222,0,0,0,3.782566,1.532888,5.013954,4.758447,-4.67829,0,0,0
0.01,1,0.6,1.409899,0.253076,1.378473,-0.05328,-1.19432,0.49795,-0.93088,0.578389,2.068271,0.771147,0.89227,-2.96068,-0.98929,-0.53734,1.177609,7.044638,-15.60859,0,0,0,3.401071,1.56538,3.47907,4.744519,-4.01283,0,0,0
0.01,1,0.8,1.52568,0.281529,1.493055,-0.03563,-1.34151,0.457598,-1.15401,0.193346,1.783455,0.788296,1.358435,-0.53657,-0.09647,-0.66084,-0.45035,0.528963,-2.9501,-0.69791,-0.40584,0.126053,3.341272,0.95756,-0.0186,-0.53332,-1.14256,-0.34201,0.3,0.257163
0.01,2,0,0.8150546,0.1359146,0.8150546,0,-0.5623828,0.070234,-0.5623828,0,1.4465771,3.5558581,1.4465771,0,-4.6778133,-11.034445,-4.6778133,0,8.4192164,16.967724,8.4192164,0,-7.9025932,-14.126991,-7.9025932,0,2.9866351,4.8706612,2.9866351,0
0.01,2,0.2,0.8305156,0.1355569,0.8550171,-0.007379,-1.0562168,0.0490656,-1.5076606,0.125463,4.5000068,3.3708754,7.6119033,-0.677696,-13.731088,-10.235299,-24.094325,1.263528,22.186981,15.333651,40.061917,-0.372771,-65.371579,0,0,0,6.0907634,4.1851932,11.274934,0.648897
0.01,2,0.4,0.836518,0.138782,0.8660112,-0.00537,-0.311,0.0213261,-1.6018348,0.011987,-0.86739,3.5079466,8.1519012,-0.0522,3.816698,-10.649233,-25.857651,0.096137,-6.93263,16.059172,43.179547,-0.07175,5.550028,-13.095865,-36.448593,-0.00852,-1.57105,4.4331795,12.261716,0.02972
0.01,2,0.6,0.864762,0.1453037,0.8903262,-0.00873,-0.37484,0.0535496,-1.4861418,0.019482,-0.77028,3.2458818,7.0094321,-0.0907,3.693377,-9.8284254,-21.999673,0.156649,-6.85311,14.629459,36.426386,-0.07492,5.538204,-11.772523,-30.440664,-0.05748,-1.574,3.9396898,10.140504,0.055698
0.01,2,0.8,0.919501,0.153062,0.9218643,-0.00212,-0.9913,0.0091124,-1.5643932,-0.11959,2.951388,3.5469729,7.1354779,0.567759,-41.793429,0,0,0,11.96015,16.187023,36.077778,0.005064,-9.79946,-12.80749,-29.456429,1.272099,3.373657,4.1638505,9.5508778,-0.78468
0.01667,0.03125,0,0.1965046,0.005178,0.1965046,0,2.9373464,0.175028,2.9373464,0,-5.2582823,2.771868,-5.2582823,0,7.4889153,-4.6457154,7.4889153,0,-6.9282667,4.6780502,-6.9282667,0,3.3673349,-3.276809,3.3673349,0,-0.6677966,0.9840994,-0.6677966,0
0.01667,0.03125,0.2,0.2108342,0.0071744,0.2106227,-0.023372,2.45708,0.216983,2.4544929,-0.262536,-1.2157061,2.5959489,-1.2190737,0.566089,-13.349265,0,0,0,10.416307,4.4149777,10.457915,2.04019,-24.3297386,0,0,0,3.1375768,1.1164797,3.1851951,0.281728
0.01667,0.03125,0.4,0.223543,0.015379,0.208143,-0.0494,2.93739,0.426271,3.142847,-0.55346,-3.19946,1.437459,-5.94521,0.291972,2.78097,-0.03292,14.12602,1.566997,4.373897,0.137297,-16.5994,-3.57349,-9.37529,-1.97203,8.701389,3.788317,4.12852,0.97672,-1.77778,-1.47094
0.01667,0.03125,0.6,0.231558,0.019083,0.218518,-0.043128,3.315269,0.630364,3.072426,-1.816187,-5.34871,-0.38987,-4.33894,8.631106,15.8664,7.420293,12.25153,-27.614206,-14.2689,-10.4187,-6.93221,43.137306,1.242696,5.34501,-5.40741,-29.957056,1.82591,-1.24646,4,7.676185
0.01667,0.03125,0.8,0.27842,0.027425,0.201872,-0.095302,1.619377,-0.47089,2.99404,-1.685457,13.24939,10.87618,-3.65705,6.333622,-52.2191,-36.9062,15.28533,-27.809717,129.9451,79.25838,6.235978,49.099262,-290.352994,0,0,0,54.2582,27.847,18.28572,8.037691
0.01667,0.0625,0,0.2695332,0.0138667,0.2695332,0,2.1626001,0.1827458,2.1626001,0,-1.6551569,2.5749608,-1.6551569,0,-1.2970208,-3.9044679,-1.2970208,0,4.5604304,3.3556301,4.5604304,0,-4.3163876,-2.1772209,-4.3163876,0,1.4010655,0.6420134,1.4010655,0
0.01667,0.0625,0.2,0.2839701,0.0191537,0.2845863,-0.022009,2.0611223,0.2065367,2.0778513,0.010044,-0.9023698,2.6297112,-0.9742253,-0.306546,-1.6631113,-4.3764448,-1.4550454,0.374453,3.3006585,4.7735576,3.0154749,0.341003,-8.9666236,0,0,0,0.6281212,1.1967908,0.5736301,0.1478
0.01667,0.0625,0.4,0.321257,0.030288,0.31535,-0.03524,2.516516,0.490594,2.511914,-0.20582,-2.00534,1.319741,-2.09807,-0.07177,1.841965,0.480319,2.087639,1.10315,0.563789,-2.51626,0.444522,-1.60714,-2.8167,1.280365,-2.96464,1.156124,1.31301,-0.16501,1.428571,-0.33931
0.01667,0.0625,0.6,0.376688,0.046492,0.349842,-0.064556,3.180761,0.505459,3.675672,-0.207989,-4.3574,1.827252,-8.52487,-0.056294,13.45808,-0.30105,27.66392,-1.980209,-16.9619,0.319997,-40.1885,7.474493,7.732542,-2.6365,25.94054,-7.908616,-0.90398,1.44216,-6.4,2.748636
0.01667,0.0625,0.8,0.508937,0.074799,0.496391,-0.13887,2.869761,0.558113,2.888359,0.609549,2.352832,2.451129,1.956899,-7.71307,1.820424,0.737529,2.926285,23.80526,-36.51688,0,0,0,-10.8432,-4.17817,-11.5095,23.68297,7.58843,2.91417,8.064516,-6.79226
0.01667,0.125,0,0.4065238,0.032027,0.4065238,0,0.7772483,0.1825342,0.7772483,0,3.8861644,2.2670449,3.8861644,0,-12.573943,-2.7076615,-12.573943,0,16.760207,1.2088194,16.760207,0,-11.014593,-0.377743,-11.014593,0,2.8706957,0.0763155,2.8706957,0
0.01667,0.125,0.2,0.414103,0.0486343,0.4143081,-0.025739,1.1370353,0.0164272,1.1612439,0.223925,1.7918721,3.9099112,1.6725006,-1.065607,-6.3657982,-9.0029835,-6.0389787,1.360447,8.0276077,12.43746,7.5553433,0.32125,-20.9814158,0,0,0,1.3043557,2.9828172,1.2122682,0.60462
0.01667,0.125,0.4,0.486031,0.071623,0.482539,-0.02029,1.601403,0.390782,1.526096,-0.22248,0.417457,1.777201,1.011647,1.256445,-11.35944,0,0,0,0.988449,-0.58787,5.013914,7.776413,0.045091,0.493051,-3.36308,-6.603,-0.211,-0.06046,0.888889,2.129612
0.01667,0.125,0.6,0.627006,0.109763,0.630803,-0.065453,1.915875,0.492544,1.641376,0.408938,0.375014,1.713797,2.524472,-2.7275,0.724379,-0.40419,-6.82396,5.42765,-4.31159,-1.8971,8.560973,-3.450316,3.786541,1.135454,-6.72365,-0.317007,-1.07343,-0.1307,2.222222,0.730765
0.01667,0.125,0.8,0.883492,0.182745,0.848609,-0.05268,1.549975,0.417024,2.595792,0.031398,5.952535,3.064539,-2.1629,-0.95155,-9.37773,-2.26898,17.32357,1.610929,1.658256,-1.88356,-41.4167,0.693416,2.624713,2.228041,36.30682,-2.4678,-0.79034,-0.54604,-11,1.136287
0.01667,0.25,0,0.6152816,0.0703566,0.6152816,0,-0.3348694,0.2828152,-0.3348694,0,6.295562,1.4036169,6.295562,0,-15.590618,-0.6511596,-15.590618,0,19.299508,-1.2076596,19.299508,0,-12.488107,1.0318656,-12.488107,0,3.3010035,-0.2423741,3.3010035,0
0.01667,0.25,0.2,0.6268151,0.0907196,0.6251326,-0.056409,-0.2659538,0.1725963,-0.2394193,0.590692,7.2065345,2.5006366,7.1122784,-2.090123,-20.587488,-4.958699,-20.448049,2.555809,28.869672,6.1276304,28.825683,-0.293315,-47.0381323,0,0,0,5.7761489,1.4617796,5.8286449,0.576481
0.01667,0.25,0.4,0.733106,0.123723,0.73158,-0.01461,0.098681,0.246469,-0.06047,-0.15837,3.947255,1.925584,5.0518,1.058675,-23.36899,0,0,0,4.783755,0.642062,10.43469,5.776621,-10.5284,0,0,0,-0.48196,0.12238,0.888889,1.503568
0.01667,0.25,0.6,0.933072,0.183558,0.924222,-0.02761,-0.09102,0.217313,-0.13791,-0.08476,5.151403,2.120103,5.623962,0.63267,-23.28331,0,0,0,3.937245,-0.49592,7.724649,4.778131,1.552269,1.029221,-1.84596,-4.31931,-1.37862,-0.35029,-0.22222,1.473586
