t/Ri ,a/c ,a/t ,"A0, G0","A0, G1","A1, G0","A1, G1","A2, G0","A2, G1","A3, G0","A3, G1","A4, G0","A4, G1","A5, G0","A5, G1","A6, G0","A6, G1"
0.01667,0.25,0.4,0.716818,0.1180703,0.138589,0.1215398,3.645688,2.4566849,-6.45713,-3.4891053,3.805353,2.6628686,0.161978,-1.5512395,-0.70252,0.4242018
0.01667,0.25,0.6,0.887611,0.153493,0.000632,0.223468,4.334417,1.933537,-6.25279,-1.47801,0.675469,-0.78103,4.026259,1.205612,-2.1571,-0.43263
0.01667,0.25,0.8,1.071471,0.216578,0.512444,0.096765,-1.07876,2.494014,17.59081,-1.97557,-45.713,-1.51514,44.36804,2.615867,-15.098,-1.03744
0.01667,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313
0.01667,0.5,0.2,0.8797856,0.1429203,-0.8189753,0.2118953,5.0106624,1.8692102,-10.648831,-3.3358064,12.938939,3.9194259,-8.8379105,-3.227857,2.5566038,1.1008228
0.01667,0.5,0.4,0.985835,0.1752744,-0.65392,0.1759213,2.756387,1.9448935,-1.48809,-3.3090927,-3.71827,3.6614977,5.344338,-2.9372114,-2.05811,0.9971908
0.01667,0.5,0.6,1.138681,0.209812,-0.87678,0.24754,3.11839,1.301203,-1.56595,-0.6895,-4.34919,-1.17176,6.077143,1.261422,-2.29201,-0.40434
0.01667,0.5,0.8,1.308368,0.249837,-1.02027,0.267465,2.780804,0.787851,-0.25239,0.753672,-6.06626,-2.76968,6.921051,2.099875,-2.37168,-0.59376
0.01667,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458
0.01667,1,0.2,1.205644,0.212153,-1.2177859,0.1654877,5.0817914,3.348732,-13.869274,-9.474745,21.990752,14.317893,-18.094492,-11.685705,5.9547617,3.846063
0.01667,1,0.4,1.285418,0.2341252,-0.9345,0.1481234,1.707728,3.3101935,-0.66412,-9.2393973,-2.28637,13.855454,3.273554,-11.264661,-1.30197,3.6985698
0.01667,1,0.6,1.380433,0.237741,-1.09265,0.517769,1.726852,0.742516,-0.34432,-0.56507,-2.73971,-0.9866,3.482474,1.284777,-1.31172,-0.47008
0.01667,1,0.8,1.479192,0.259621,-1.25082,0.510084,1.740382,0.650811,-0.55153,-0.54043,-1.4528,-0.44585,1.702313,0.51429,-0.55186,-0.16611
0.01667,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612
0.01667,2,0.2,0.8000774,0.1277364,-0.9446252,0.0659659,3.8893952,3.2316806,-11.802689,-9.7467461,19.194938,14.591103,-16.111926,-11.934479,5.484292,4.0760751
0.01667,2,0.4,0.8278456,0.1412063,-0.3064661,0.0537972,-0.7104847,3.2925671,3.0736923,-9.8930279,-5.4721608,14.775749,4.2460084,-12.067699,-1.137908,4.1195287
0.01667,2,0.6,0.8563095,0.1478074,-0.3647863,0.0209242,-0.6828579,3.4681015,3.2780595,-10.494533,-6.0457187,15.7863,4.8229046,-12.857397,-1.338643,4.3516213
0.01667,2,0.8,0.907152,0.150895,-0.9586397,0.0261778,2.9370213,3.455604,-7.9787493,-10.564756,12.257472,15.743394,-10.076715,-12.423987,3.4546072,4.0289121
0.05,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994
0.05,0.03125,0.2,0.2063002,0.0046542,2.4348208,0.2627118,-1.6792669,2.0457223,-2.0521935,-2.3629875,6.7328132,1.5974738,-6.5230628,-1.2915665,2.1312083,0.4682223
0.05,0.03125,0.4,0.222378,0.016656,2.857786,0.364768,-3.28047,1.598663,3.29867,-0.81644,1.307207,0.815595,-5.07305,-2.1386,2.33558,1.05938
0.05,0.03125,0.6,0.242834,0.021711,2.968004,0.484376,-2.71235,0.738522,4.227628,3.735068,1.971658,-7.38275,-8.48569,4.996573,4.07595,-1.46753
0.05,0.03125,0.8,0.290257,0.027496,2.319621,0.285217,4.246549,2.392744,-13.6898,-0.4558,31.50016,0.719252,-34.0754,-2.5606,12.4991,1.01953
0.05,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134
0.05,0.0625,0.2,0.2737872,0.0159227,2.0048135,0.2244459,-0.7265377,2.4125747,-2.1376005,-3.8360214,3.818317,4.0737272,-2.6580856,-3.2611907,0.6426073,1.0825973
0.05,0.0625,0.4,0.313252,0.024337,2.412165,0.331976,-1.98831,1.875979,1.736132,-0.87948,-0.27659,-1.63387,-1.10918,1.635667,0.48343,-0.50853
0.05,0.0625,0.6,0.348774,0.036975,2.927714,0.322875,-3.91444,2.495838,10.75954,-2.78661,-15.1662,3.216224,9.709167,-3.71816,-2.56972,1.47021
0.05,0.0625,0.8,0.44098,0.051815,2.440931,0.391964,2.191329,2.487924,-4.07674,-1.1766,5.862346,-0.03825,-6.44143,-0.76494,2.37016,0.35444
0.05,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155
0.05,0.125,0.2,0.4023356,0.0461385,1.1416026,-0.0013993,1.601525,4.0568875,-5.7067883,-9.7684931,6.9115457,13.957243,-4.2052659,-11.003908,1.0280524,3.4062359
0.05,0.125,0.4,0.473102,0.05396,1.459825,0.346875,0.668658,1.514968,-2.43139,-0.11875,1.439234,-2.97677,0.317076,2.9842,-0.49827,-1.01161
0.05,0.125,0.6,0.576893,0.087386,1.673695,0.371843,0.583902,1.931628,-0.41661,-1.17541,-2.92847,-1.18652,3.812903,1.330743,-1.52168,-0.44083
0.05,0.125,0.8,0.747633,0.135091,1.525519,0.355541,3.491101,2.641538,-5.9067,-2.40373,0.660976,-0.48934,3.859764,1.664463,-2.16476,-0.80798
0.05,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741
0.05,0.25,0.2,0.5995216,0.0813168,0.0745184,0.2876417,4.9157036,1.7176699,-13.844652,-2.7024974,18.839744,2.8342997,-13.140826,-2.3477094,3.6737383,0.8026856
0.05,0.25,0.4,0.710238,0.103614,0.043984,0.239899,3.99024,1.771184,-7.46959,-1.5881,5.374222,0.023924,-1.01526,0.283608,-0.35834,-0.09095
0.05,0.25,0.6,0.866844,0.148445,-0.18535,0.250136,5.209401,1.631537,-9.00926,-0.45067,5.129644,-2.57445,0.62876,2.743072,-1.17779,-0.9382
0.05,0.25,0.8,1.090479,0.209224,-0.88019,0.205149,9.56124,1.613008,-20.31,0.948889,20.02358,-6.52255,-9.42247,6.999506,1.59408,-2.55122
0.05,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313
0.05,0.5,0.2,0.8775005,0.1415696,-0.8675711,0.2121724,5.2847489,1.8544551,-11.413044,-3.2969631,14.009496,3.8715613,-9.5615193,-3.1962335,2.7437562,1.0916526
0.05,0.5,0.4,0.974681,0.160932,-0.67648,0.322151,2.781725,1.082804,-1.47046,-0.27832,-3.79221,-1.65696,5.41452,1.594614,-2.08052,-0.50427
0.05,0.5,0.6,1.121993,0.204911,-1.06181,0.211023,3.870644,1.310845,-2.61441,-0.42932,-4.32636,-1.74173,7.132826,1.793341,-2.89533,-0.59853
0.05,0.5,0.8,1.284052,0.25433,-1.36872,0.05233,4.766019,2.049643,-4.92878,-2.53031,-0.39169,1.598585,3.564927,-0.76312,-1.62208,0.13875
0.05,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458
0.05,1,0.2,1.2002994,0.2108241,-1.2236777,0.1630844,5.1305529,3.3655746,-13.99465,-9.5404779,22.171398,14.447016,-18.221125,-11.795107,5.9865275,3.878641
0.05,1,0.4,1.27755,0.227105,-0.97172,0.1554666,1.946579,3.2762813,-1.33273,-9.2008474,-1.2496,13.878254,2.460115,-11.30108,-1.05337,3.7032258
0.05,1,0.6,1.363088,0.234087,-1.13559,0.503742,2.037755,0.824389,-1.14217,-0.78793,-1.57647,-0.62135,2.600181,0.987985,-1.04837,-0.37916
0.05,1,0.8,1.458861,0.257588,-1.28297,0.490776,1.941154,0.719626,-0.54007,-0.47543,-2.15957,-0.85877,2.638547,1.02876,-0.92999,-0.37295
0.05,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612
0.05,2,0.2,0.7973196,0.1274597,-0.9381424,0.0631239,3.8909617,3.2547584,-11.830984,-9.8153123,19.234526,14.686785,-16.118679,-11.990357,5.4755183,4.0857813
0.05,2,0.4,0.8219489,0.1368187,-0.2688351,0.0344331,-0.9012045,3.4352335,3.6405439,-10.428022,-6.3491321,15.682372,4.9311895,-12.73814,-1.3509729,4.2956725
0.05,2,0.6,0.8502963,0.1462277,-0.3657363,0.0307414,-0.593092,3.4084485,2.9905584,-10.285583,-5.6109214,15.400473,4.5263371,-12.485259,-1.2674956,4.2107194
0.05,2,0.8,0.8970583,0.148932,-0.9194808,0.0377374,2.8028991,3.4059416,-7.5318379,-10.40429,11.47186,15.449222,-9.382267,-12.125448,3.2124529,3.909342
0.1,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994
0.1,0.03125,0.2,0.2056151,0.0055285,2.387624,0.2220479,-1.2594709,2.2722444,-3.9600494,-2.958287,10.26309,2.283425,-9.4728811,-1.6416281,3.0615394,0.5311764
0.1,0.03125,0.4,0.2092293,0.0086354,2.9825394,0.2230926,-4.932985,2.5017267,8.8533505,-3.5679613,-8.2951024,4.2965576,2.9215984,-3.9848117,-0.1801457,1.3716472
0.1,0.03125,0.6,0.2156946,0.0095494,3.3194024,0.2722523,-6.7127312,2.2990303,17.752305,-2.5229292,-22.219396,3.9759245,12.305863,-4.8178097,-2.6343514,1.817186
0.1,0.03125,0.8,0.2106541,0.0052008,4.0693503,0.5131981,-12.314028,0.282566,43.297719,5.823724,-67.899601,-9.7973928,49.749656,6.2698867,-14.453951,-1.7971248
0.1,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134
0.1,0.0625,0.2,0.2734455,0.0152751,1.9681289,0.2288569,-0.6332429,2.3378606,-2.4507798,-3.6783066,4.3416872,3.9024648,-3.0780568,-3.1657268,0.7761721,1.0624553
0.1,0.0625,0.4,0.306942,0.017097,2.266196,0.397488,-1.4011,1.270756,-0.18236,0.739843,2.587602,-3.59133,-3.17905,2.760458,1.0989,-0.77239
0.1,0.0625,0.6,0.325281,0.032151,2.911025,0.267005,-5.03832,2.773864,13.33966,-4.21888,-17.9184,5.423193,11.11743,-4.89251,-2.80687,1.59744
