t/Ri ,a/c ,a/t ,A0 G0 ,"A0 , G1","A1 , G0","A1 , G1","A2 , G0","A2 , G1","A3 , G0","A3 , G1","A4 , G0","A4 , G1","A5 , G0","A5 , G1","A6, G0","A6 , G1",,
0.1,0.0625,0.2,0.2852601,0.0195666,2.0623971,0.2161881,-0.9452314,2.5579251,-1.7155871,-4.2119758,3.4690201,4.4960423,-2.5845388,-3.4714625,0.6675616,1.1164625,,
0.1,0.0625,0.4,0.329482,0.029013,2.554728,0.402993,-2.2095,1.691276,1.831682,-0.77847,0.537894,-0.95906,-2.44288,0.651349,1.06941,-0.15108,,
0.1,0.0625,0.6,0.40588,0.056926,3.366222,0.445165,-5.14829,2.394536,13.51345,-2.9719,-16.6551,4.132803,8.667153,-4.57752,-1.72935,1.67277,,
0.1,0.0625,0.8,0.590872,0.100443,3.531446,0.713442,-0.69292,1.836374,3.314025,0.193019,-0.24954,-0.53885,-7.11013,-1.75087,4.11188,0.99171,,
0.1,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155,,
0.1,0.125,0.2,0.4138525,0.0488254,1.124378,0.0124168,1.796495,3.9238498,-6.5013714,-9.1173502,8.2843111,12.630693,-5.2897626,-9.8176804,1.3521056,3.0170051,,
0.1,0.125,0.4,0.490083,0.062519,1.579706,0.379597,0.245691,1.500782,-1.41693,-0.22154,0.133055,-2.55344,1.097961,2.405621,-0.65444,-0.76134,,
0.1,0.125,0.6,0.638346,0.107879,1.889679,0.441806,0.165488,1.809349,0.140547,-1.06009,-2.88878,-0.91042,3.137433,0.783547,-1.14318,-0.1968,,
0.1,0.125,0.8,0.910604,0.182783,1.677832,0.531662,4.174131,2.001115,-7.62741,-0.72387,2.695721,-2.5544,2.328333,2.79982,-1.61725,-1.03189,,
0.1,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741,,
0.1,0.25,0.2,0.6221458,0.0893032,-0.2652412,0.1771452,7.1236921,2.4437349,-20.415683,-4.8273884,28.691172,5.9604631,-20.391119,-4.5972261,5.756735,1.4308564,,
0.1,0.25,0.4,0.726924,0.114139,0.03314,0.228272,4.054108,1.90943,-7.67588,-2.05718,5.625477,0.7745,-1.15881,-0.34252,-0.31802,0.12233,,
0.1,0.25,0.6,0.913694,0.169041,-0.11282,0.236798,4.777037,1.777582,-7.7684,-0.92196,3.175614,-1.84201,2.132441,2.142969,-1.60805,-0.73488,,
0.1,0.25,0.8,1.228561,0.260576,-1.38872,-0.11803,13.42344,4.124364,-33.6089,-7.69197,42.33036,8.09939,-27.5,-4.96363,7.27344,1.22763,,
0.1,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313,,
0.1,0.5,0.2,0.8939439,0.1471464,-1.0523498,0.1576874,6.4920812,2.2477033,-15.138217,-4.5209327,19.688676,5.7119515,-13.725026,-4.5121924,3.9161703,1.4494557,,
0.1,0.5,0.4,0.979756,0.168328,-0.65834,0.302505,2.590596,1.206564,-0.9807,-0.70306,-4.50229,-0.99253,5.967682,1.083679,-2.25126,-0.34607,,
0.1,0.5,0.6,1.139917,0.215653,-1.0507,0.189,3.709622,1.44474,-2.27682,-0.88546,-4.76502,-1.03017,7.462531,1.239326,-2.99086,-0.42196,,
0.1,0.5,0.8,1.310495,0.267352,-1.06679,0.11947,2.867532,1.517016,-0.60202,-0.8642,-5.16977,-1.03717,6.107101,1.24744,-2.13082,-0.44529,,
0.1,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458,,
0.1,1,0.2,1.2047909,0.2119663,-1.2012348,0.1873102,4.9676187,3.2105329,-13.426779,-8.9636386,20.945504,13.261943,-16.887172,-10.60379,5.4412264,3.4231621,,
0.1,1,0.4,1.269744,0.2313746,-0.91837,0.1294187,1.638439,3.4578251,-0.46752,-9.7497871,-2.73676,14.680574,3.761656,-11.902752,-1.48715,3.8908182,,
0.1,1,0.6,1.356379,0.233837,-1.102,0.53475,1.863836,0.637198,-0.59927,-0.16199,-2.74663,-1.81371,3.778085,2.042664,-1.47009,-0.71951,,
0.1,1,0.8,1.458297,0.258345,-1.30791,0.502809,2.232862,0.674663,-1.60024,-0.2815,-0.64096,-1.38311,1.61676,1.55041,-0.65026,-0.54086,,
0.1,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612,,
0.1,2,0.2,0.8389023,0.139176,-0.9910627,0.0538372,4.0593253,3.3380006,-12.185366,-9.9908862,19.630219,14.8711,-16.411826,-12.14393,5.5902596,4.1552336,,
0.1,2,0.4,0.8168007,0.1412816,-0.2921048,0.0503888,-0.7346646,3.3380869,3.2014916,-10.010705,-5.8126583,14.94917,4.5798416,-12.238855,-1.2477748,4.1935739,,
0.1,2,0.6,0.8387058,0.1473521,-0.3482355,0.0388746,-0.6184382,3.3532681,3.0476208,-9.9888648,-5.752821,14.848958,4.6253567,-12.132523,-1.2780857,4.1580679,,
0.1,2,0.8,0.8878357,0.1419379,-0.9627154,0.2284659,3.2133021,2.0631482,-8.8604927,-5.764199,13.568698,7.7262423,-11.103565,-6.1414207,3.7915359,2.1673189,,
0.2,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994,,
0.2,0.03125,0.2,0.2190748,0.0082274,2.520329,0.2471615,-2.023687,2.3678007,-1.2734559,-3.4287724,5.7568175,3.2025223,-5.8748904,-2.4520746,1.9521817,0.7939694,,
0.2,0.03125,0.4,0.231658,0.0132894,3.017434,0.2678595,-3.67391,2.566587,3.348696,-4.0109437,3.495197,5.6693993,-8.35829,-5.4751609,3.7094,1.8921069,,
0.2,0.03125,0.6,0.263718,0.0181909,3.305552,0.3817362,-4.33855,2.1420212,9.732845,-2.1977697,-4.94095,5.20019,-4.65141,-7.0131972,3.22187,2.7040967,,
0.2,0.03125,0.8,0.349723,0.023558,2.119214,0.51035,8.073903,1.502696,-27.5875,1.446778,62.88392,1.43129,-66.409,-6.03506,24.3061,2.76985,,
0.2,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134,,
0.2,0.0625,0.2,0.2852936,0.0197715,2.0689704,0.2169234,-1.0554851,2.5536862,-1.4836567,-4.2430898,3.1890944,4.5441255,-2.3859114,-3.4924585,0.6080571,1.1187813,,
0.2,0.0625,0.4,0.328548,0.0361263,2.495861,0.3182238,-2.0243,2.4231181,0.861995,-3.6890071,2.474475,4.2893407,-4.06172,-3.7603314,1.56065,1.2600158,,
0.2,0.0625,0.6,0.39157,0.0514191,3.225085,0.4402715,-4.99454,2.1487271,12.18559,-2.5959155,-13.4289,4.1080561,5.681319,-4.8381973,-0.75293,1.8044669,,
0.2,0.0625,0.8,0.526145,0.0814479,3.240597,0.6559984,-1.38151,1.5337156,4.151931,0.4475435,0.51094,0.0534894,-8.14143,-2.5096346,4.3185,1.213743,,
0.2,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155,,
0.2,0.125,0.2,0.4136013,0.0490163,1.1220276,0.0123967,1.7642454,3.9211133,-6.5135424,-9.1581812,8.3634912,12.709183,-5.3510304,-9.8748627,1.3676362,3.0337707,,
0.2,0.125,0.4,0.490994,0.0747677,1.509877,0.0749203,0.587689,3.9389068,-2.85874,-9.1864777,2.811304,12.998452,-1.12026,-10.295081,0.02932,3.1890105,,
0.2,0.125,0.6,0.62496,0.1105969,1.83259,0.263705,0.001321,2.9884892,-0.0015,-5.46545,-1.50207,6.9950075,1.64144,-5.7793135,-0.68781,1.8496103,,
0.2,0.125,0.8,0.850071,0.1789668,1.949,0.239949,1.07588,3.893139,-0.84026,-7.7610872,-2.23858,10.294824,3.187732,-7.8565698,-1.44993,2.2277937,,
0.2,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741,,
0.2,0.25,0.2,0.6159056,0.0891128,-0.2050937,0.1702221,6.6909872,2.4720008,-19.186699,-4.9324186,26.862981,6.1223136,-19.027126,-4.7123917,5.3580488,1.4632694,,
0.2,0.25,0.4,0.721567,0.1202781,0.03749,0.1074802,3.922691,2.4970523,-7.42224,-3.7079504,5.354151,3.0213692,-0.97861,-1.8021829,-0.37108,0.4930615,,
0.2,0.25,0.6,0.904838,0.180383,-0.13156,-0.0541023,4.665482,3.7023114,-7.68409,-7.2913373,3.540441,8.5546816,1.666319,-5.9999118,-1.46588,1.7212304,,
0.2,0.25,0.8,1.186653,0.263354,-0.83428,-0.1901259,8.720578,4.3785426,-18.2575,-8.5606515,18.40693,9.8591518,-8.86857,-6.4535782,1.46455,1.6581104,,
0.2,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313,,
0.2,0.5,0.2,0.8858151,0.1453215,-1.0197403,0.1594771,6.2776913,2.2306775,-14.516668,-4.4869243,18.732182,5.6738656,-12.986246,-4.4885955,3.6925414,1.4435985,,
0.2,0.5,0.4,0.968885,0.1705287,-0.68414,0.1690974,2.735877,1.9564466,-1.42013,-3.3798091,-3.87765,3.7905011,5.55022,-3.0373612,-2.14437,1.0275733,,
0.2,0.5,0.6,1.124087,0.2171748,-1.07684,0.0842974,3.870392,2.2072273,-2.79876,-3.7731258,-3.8803,4.0998144,6.763531,-3.1122546,-2.78604,1.0079677,,
0.2,0.5,0.8,1.31251,0.2804807,-1.36031,-0.0036237,4.415758,2.1078754,-3.91515,-2.5482535,-1.60218,1.528038,4.366669,-0.6890973,-1.87109,0.1306713,,
0.2,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458,,
0.2,1,0.2,1.195778,0.2081893,-1.1928788,0.2110738,4.9690673,3.0727215,-13.450328,-8.5670342,20.984072,12.675874,-16.917257,-10.175528,5.4506179,3.3005282,,
0.2,1,0.4,1.249921,0.2261821,-0.88353,0.1336704,1.568502,3.4220588,-0.35878,-9.5448451,-2.82016,14.29373,3.771064,-11.605247,-1.47563,3.8105474,,
0.2,1,0.6,1.328079,0.2465393,-1.04221,0.1720577,1.778359,2.9234104,-0.60332,-7.7004235,-2.45056,11.016864,3.360651,-8.7581419,-1.29705,2.8432632,,
0.2,1,0.8,1.429543,0.2736792,-1.23629,0.1461663,2.060968,2.8913901,-0.95738,-7.280939,-1.81359,10.022374,2.614885,-7.6326797,-0.97772,2.3534796,,
0.2,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612,,
0.2,2,0.2,0.8351796,0.1380096,-0.9975558,0.0562824,4.1493278,3.3282021,-12.445145,-9.9530116,19.981918,14.80634,-16.646781,-12.097815,5.6530002,4.144493,,
0.2,2,0.4,0.8306994,0.1376183,-1.0237591,0.0406712,4.3698748,3.4210114,-13.269111,-10.313146,21.479545,15.494157,-17.921928,-12.701908,6.062053,4.3425313,,
0.2,2,0.6,0.8558483,0.144667,-1.0505654,0.0167777,4.3124794,3.5323058,-12.845362,-10.571235,20.558401,15.816043,-17.096036,-12.923783,5.8004744,4.4101264,,
0.2,2,0.8,0.8664408,0.1390668,-0.8724913,0.1865317,2.8280384,2.4237595,-7.6269457,-7.0178287,11.393145,9.8903995,-9.222139,-7.9357249,3.1640805,2.7360663,,
0.33333,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994,,
0.33333,0.03125,0.2,0.2172042,0.0076407,2.5042847,0.2402259,-2.1152523,2.3741989,-1.0663053,-3.4818023,5.5897238,3.2921834,-5.8369981,-2.5081221,1.9620413,0.8062819,,
0.33333,0.03125,0.4,0.221304,0.010904,3.086523,0.237907,-5.31628,2.725715,10.10488,-4.55891,-9.41905,6.414869,3.078245,-5.95648,-0.07513,2.022734,,
0.33333,0.03125,0.6,0.232672,0.012487,3.453643,0.283331,-7.51716,2.511357,21.60268,-3.38107,-27.4566,6.255188,15.28585,-7.18553,-3.30802,2.628915,,
0.33333,0.03125,0.8,0.243151,0.012925,3.792504,0.352624,-9.4367,1.997745,34.62553,-0.58383,-49.5858,3.076408,30.87791,-5.71804,-7.47816,2.284734,,
0.33333,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134,,
0.33333,0.0625,0.2,0.2844799,0.0196105,2.0640002,0.216275,-1.1370689,2.5422614,-1.3784733,-4.2578287,3.1901236,4.5779897,-2.4501643,-3.5058747,0.6364234,1.1186308,,
0.33333,0.0625,0.4,0.322094,0.03027,2.438214,0.269097,-1.98376,2.624235,0.244152,-4.32539,4.224652,5.244741,-5.91198,-4.41492,2.249442,1.427343,,
0.33333,0.0625,0.6,0.369015,0.042148,2.865779,0.350887,-3.67144,2.498683,7.489422,-3.8769,-5.18818,6.128223,-1.15028,-6.28316,1.427836,2.200696,,
0.33333,0.0625,0.8,0.427453,0.054034,3.194318,0.441918,-5.00364,2.130498,17.18344,-1.76695,-22.1341,3.500662,11.3312,-4.66738,-2.13695,1.655006,,
0.33333,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155,,
0.33333,0.125,0.2,0.4128225,0.0491457,1.1171748,0.0109153,1.7294667,3.9207133,-6.5703783,-9.2000295,8.5967302,12.768245,-5.578925,-9.8975712,1.4430231,3.034571,,
0.33333,0.125,0.4,0.499977,0.065536,1.11228,0.265337,3.40801,2.296419,-12.8313,-3.19376,19.95677,2.622579,-15.1319,-1.81326,4.407079,0.549769,,
0.33333,0.125,0.6,0.617501,0.099839,1.225733,0.284951,4.031972,2.683812,-14.5662,-4.61271,24.32044,5.80132,-19.8868,-4.842,6.106634,1.533094,,
0.33333,0.125,0.8,0.792049,0.147658,1.012777,0.224455,6.866883,3.553285,-21.9541,-7.20684,36.42926,10.47417,-29.7102,-8.38954,9.010192,2.38831,,
0.33333,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741,,
0.33333,0.25,0.2,0.61512,0.0890045,-0.2559286,0.1593445,6.9419508,2.5204791,-19.977395,-5.1000189,28.061835,6.3764694,-19.892262,-4.8919376,5.6000832,1.5129735,,
0.33333,0.25,0.4,0.730513,0.1265635,-0.32208,0.1445088,6.342731,2.2324974,-15.3906,-3.0386458,18.41126,2.2662085,-11.3497,-1.4535727,2.819398,0.4548018,,
0.33333,0.25,0.6,0.912433,0.168776,-0.76652,0.101417,9.156134,2.609113,-23.0813,-3.88848,29.89695,3.419227,-19.9456,-2.20104,5.311944,0.612027,,
0.33333,0.25,0.8,1.162612,0.245071,-1.39709,-0.1281,12.5962,3.94243,-31.8562,-7.53721,42.73281,9.006448,-29.1466,-6.08161,7.768164,1.536629,,
0.33333,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313,,
0.33333,0.5,0.2,0.8818313,0.1441557,-1.0917996,0.1424866,6.7441757,2.3284045,-15.991176,-4.7895448,21.054792,6.1386818,-14.772037,-4.8362727,4.2281725,1.5452935,,
0.33333,0.5,0.4,0.940798,0.1711202,-0.49854,0.1668531,1.917025,1.926756,-0.01925,-3.2630245,-4.63706,3.5831509,5.216683,-2.8636537,-1.80754,0.9729171,,
0.33333,0.5,0.6,1.115289,0.2163543,-1.34423,0.1549463,5.945865,1.5248691,-10.0972,-1.5230688,8.932753,0.7692177,-4.06213,-0.7731253,0.718593,0.369949,,
0.33333,0.5,0.8,1.291008,0.261785,-1.34637,0.151261,4.360198,1.179357,-3.76081,0.356858,-1.33649,-2.84394,3.843603,2.601947,-1.66933,-0.874,,
0.33333,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458,,
0.33333,1,0.2,1.1843664,0.2064638,-1.1847612,0.1880635,4.990228,3.2277985,-13.538735,-9.0382566,21.119771,13.410536,-17.017414,-10.743271,5.4794601,3.4724686,,
0.33333,1,0.4,1.2310867,0.2232606,-1.2996546,0.1330441,5.3458402,3.4286845,-14.297856,-9.5400946,22.283375,14.273538,-18.132719,-11.599332,5.9308732,3.8156481,,
0.33333,1,0.6,1.3016702,0.2440755,-1.3329884,0.1533295,4.6823879,3.0387623,-11.389326,-7.9723882,16.885721,11.374712,-13.394792,-9.0179366,4.3283933,2.9233036,,
0.33333,1,0.8,1.405999,0.254777,-1.48444,0.3338937,4.601583,2.0367399,-9.7191,-5.9096868,12.97917,9.5170399,-9.59639,-8.2252015,2.96047,2.7607498,,
0.33333,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612,,
0.33333,2,0.2,0.8291377,0.1367171,-0.9895481,0.0546432,4.1798664,3.3517976,-12.600881,-10.030368,20.280744,14.931862,-16.914774,-12.199484,5.7445745,4.1771813,,
0.33333,2,0.4,0.8281292,0.1383911,-1.0079708,0.0271839,4.356094,3.5221879,-13.17069,-10.559706,21.184349,15.796147,-17.62477,-12.905023,5.9654552,4.4038513,,
0.33333,2,0.6,0.8416824,0.1432074,-1.0386714,0.0086329,4.4633302,3.611371,-13.408838,-10.774368,21.463769,16.083937,-17.80813,-13.122391,6.0224184,4.4757876,,
0.33333,2,0.8,0.8492888,0.1360843,-0.8700518,0.2203399,3.1479406,2.2144388,-8.7543723,-6.1874959,13.222524,8.3319395,-10.685678,-6.6071612,3.6241547,2.3172922,,
1,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994,,
1,0.03125,0.2,0.188777,0.003531,3.246013,0.255783,-7.965712,2.24886,15.803931,-3.418226,-18.601108,3.372934,11.257414,-2.609529,-2.770889,0.844873,,
1,0.03125,0.4,0.193606,0.003191,3.32561,0.294931,-9.328505,1.848463,23.269704,-1.881244,-32.015841,1.509365,21.74782,-1.69864,-5.869254,0.686865,,
1,0.03125,0.6,0.202759,0.003592,3.197232,0.301815,-8.55287,1.686804,24.163644,-0.820974,-35.83442,0.114712,25.596244,-0.913442,-7.223067,0.483166,,
1,0.03125,0.8,0.214442,0.005413,2.933239,0.25771,-6.240245,1.962329,19.707775,-1.056462,-31.405095,0.183218,24.506206,-0.082305,-7.783899,-0.232562,,
1,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134,,
1,0.0625,0.2,0.260271,0.014068,2.507237,0.261801,-4.019634,2.208018,4.860496,-3.349157,-3.161441,3.047736,0.526274,-2.157747,0.162639,0.662256,,
1,0.0625,0.4,0.268802,0.015926,2.673454,0.290645,-5.644696,2.014196,11.354033,-2.861655,-12.533332,3.248267,6.477668,-2.988067,-1.281727,1.037595,,
1,0.0625,0.6,0.279825,0.016709,2.717387,0.309906,-6.519615,1.787404,17.30163,-1.895234,-23.167511,2.514682,14.548473,-3.03412,-3.612418,1.154179,,
1,0.0625,0.8,0.295839,0.018413,2.570932,0.287874,-5.80643,1.855932,18.880265,-1.590515,-28.546652,2.101418,20.789752,-2.13646,-6.249328,0.500923,,
1,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155,,
1,0.125,0.2,0.389202,0.035721,1.303124,0.248146,1.242621,2.082644,-7.643013,-2.943281,12.601404,2.221312,-9.591988,-1.38651,2.788259,0.411196,,
1,0.125,0.4,0.421568,0.046971,1.38237,0.260075,0.786247,2.121123,-6.276827,-3.279358,12.088434,3.449776,-10.408977,-2.732457,3.268342,0.867379,,
1,0.125,0.6,0.453745,0.054611,1.347843,0.238875,0.738039,2.279967,-4.859014,-3.854611,11.111854,5.414228,-11.058568,-4.90492,3.776847,1.606886,,
1,0.125,0.8,0.492,0.061411,1.12555,0.166421,1.660933,2.761253,-5.032582,-5.282337,11.027984,8.468422,-10.71768,-7.158475,3.357835,2.008383,,
1,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741,,
1,0.25,0.2,0.585257,0.072454,-0.100003,0.205656,5.386173,1.891948,-14.481721,-2.322941,18.705926,1.264819,-12.309007,-0.650248,3.253458,0.195477,,
1,0.25,0.4,0.649692,0.097328,-0.187852,0.166861,5.841339,2.115214,-15.672861,-2.959228,20.88137,2.350465,-14.208984,-1.529898,3.845509,0.455075,,
1,0.25,0.6,0.742352,0.126583,-0.49786,0.072086,7.422529,2.649488,-19.524846,-4.450823,27.422578,5.096659,-19.756959,-3.86374,5.560429,1.152621,,
1,0.25,0.8,0.848232,0.156656,-1.030143,-0.100573,10.273454,3.72058,-26.715328,-7.63688,39.521921,10.814633,-29.403936,-8.23532,8.266077,2.244772,,
1,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313,,
1,0.5,0.2,0.822378,0.118789,-0.692682,0.32915,4.174931,1.06843,-7.938862,-0.647543,8.143788,-0.52476,-4.59363,0.366307,1.092922,-0.042533,,
1,0.5,0.4,0.871461,0.140005,-0.79858,0.276262,4.445608,1.205061,-8.311145,-0.854634,8.483734,-0.3238,-4.781811,0.255473,1.136637,-0.017339,,
1,0.5,0.6,0.984931,0.179985,-1.121249,0.15995,5.619293,1.639071,-10.551055,-1.712889,11.336911,0.827269,-6.782461,-0.564638,1.684395,0.202414,,
1,0.5,0.8,1.142005,0.232801,-1.659717,-0.04673,7.900785,2.661154,-15.439726,-4.232505,18.287019,4.66109,-11.728046,-3.241436,2.943068,0.828206,,
1,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458,,
1,1,0.2,1.11854,0.167914,-0.746612,0.557632,2.256997,1.078859,-4.292366,-2.136118,4.973246,1.802453,-3.149934,-1.031542,0.829137,0.273999,,
1,1,0.4,1.114519,0.172885,-0.754299,0.516102,2.405964,1.259651,-4.703289,-2.544181,5.532761,2.321653,-3.538091,-1.379028,0.936777,0.368192,,
1,1,0.6,1.173553,0.196247,-0.910772,0.442437,3.000952,1.538795,-5.852185,-3.067919,6.803742,2.903467,-4.297497,-1.732577,1.124586,0.456014,,
1,1,0.8,1.276966,0.231634,-1.159317,0.359611,4.13565,1.962409,-8.234302,-3.934222,9.824394,4.04857,-6.298767,-2.469885,1.631892,0.611377,,
1,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612,,
1,2,0.2,0.775542,0.097384,-0.46217,0.526486,0.928967,0.559915,-1.91377,-1.023006,1.75674,-0.438924,-0.962982,0.826732,0.359284,-0.155968,,
1,2,0.4,0.753133,0.09451,-0.388979,0.518909,0.888974,0.656501,-2.082603,-1.304464,2.124123,-0.040356,-1.268587,0.536911,0.454809,-0.070183,,
1,2,0.6,0.751738,0.09708,-0.3633,0.506094,0.947217,0.751534,-2.348033,-1.522757,2.476364,0.199706,-1.474385,0.411354,0.500571,-0.045982,,
1,2,0.8,0.763114,0.101836,-0.328201,0.514054,0.959728,0.783355,-2.379355,-1.546819,2.427215,0.186296,-1.397584,0.436725,0.475059,-0.058225,,
1.5,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994,,
1.5,0.03125,0.2,0.187148,0.003006,3.219323,0.2554,-8.354745,2.17447,17.175306,-3.274265,-20.942694,3.121938,13.168039,-2.37573,-3.354822,0.770286,,
1.5,0.03125,0.4,0.192497,0.002623,3.160287,0.282792,-8.955206,1.80225,22.107565,-1.801074,-30.882925,1.060052,21.55858,-1.074314,-5.985331,0.442672,,
1.5,0.03125,0.6,0.200799,0.003415,2.914736,0.263337,-7.282522,1.858921,18.926376,-1.662456,-27.284947,1.11429,19.422515,-1.285422,-5.534422,0.495565,,
1.5,0.03125,0.8,0.208915,0.005452,2.624193,0.197455,-4.733688,2.360518,12.144243,-3.038665,-17.294853,3.349784,13.150126,-2.229512,-4.389534,0.313911,,
1.5,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134,,
1.5,0.0625,0.2,0.255907,0.013001,2.476984,0.254309,-4.350433,2.17123,5.891937,-3.346699,-4.60705,3.112091,1.522817,-2.215044,-0.104737,0.679448,,
1.5,0.0625,0.4,0.258661,0.01314,2.561458,0.2763,-5.901418,1.905807,12.721828,-2.554924,-15.470208,2.632526,9.192623,-2.413382,-2.16789,0.854308,,
1.5,0.0625,0.6,0.265672,0.013163,2.473409,0.281521,-5.989582,1.728674,16.084085,-1.714982,-22.64594,1.820446,15.272607,-2.172291,-4.094889,0.832152,,
1.5,0.0625,0.8,0.277589,0.014658,2.193363,0.234982,-4.175821,1.997296,13.096895,-2.215814,-20.086267,2.661528,15.385136,-2.110711,-4.977898,0.378871,,
1.5,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155,,
1.5,0.125,0.2,0.381875,0.034359,1.283593,0.241804,0.998018,2.050198,-7.004623,-2.938652,11.895439,2.291476,-9.206213,-1.456546,2.702967,0.43235,,
1.5,0.125,0.4,0.396121,0.039963,1.307173,0.236841,0.436837,2.064137,-4.888903,-3.146325,9.927722,3.319175,-8.843819,-2.66365,2.839268,0.853492,,
1.5,0.125,0.6,0.408922,0.042126,1.233548,0.210141,0.363682,2.180074,-2.97366,-3.535067,7.410225,4.860202,-7.863699,-4.437587,2.781863,1.465057,,
