t/Ri ,a/c ,a/t ,A0 G0 ,"A0 , G1","A1 , G0","A1 , G1","A2 , G0","A2 , G1","A3 , G0","A3 , G1","A4 , G0","A4 , G1","A5 , G0","A5 , G1","A6, G0","A6 , G1",,
0.01667,0.25,0.2,0.6254105,0.0900509,-0.2756845,0.1754701,7.2372917,2.4653292,-20.717372,-4.8609065,29.086839,5.9734789,-20.644329,-4.5843798,5.8190829,1.4212799,,
0.01667,0.25,0.4,0.733025,0.116104,0.054103,0.220339,4.006431,2.000431,-7.36947,-2.3056,5.062726,1.17136,-0.73451,-0.66814,-0.43736,0.22449,,
0.01667,0.25,0.6,0.921029,0.170248,-0.04657,0.249718,4.452187,1.727054,-6.37691,-0.64208,0.540359,-2.40415,4.304832,2.60263,-2.26137,-0.86865,,
0.01667,0.25,0.8,1.204733,0.247257,-0.78476,0.11716,8.953312,2.365237,-17.7152,-1.49786,14.21804,-2.70285,-4.31965,3.848974,0.11573,-1.47395,,
0.01667,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313,,
0.01667,0.5,0.2,0.8987625,0.1492382,-1.061583,0.1399206,6.5352105,2.3632147,-15.173572,-4.8462524,19.607233,6.1772411,-13.575646,-4.8415701,3.8503478,1.5410021,,
0.01667,0.5,0.4,0.995992,0.173196,-0.697,0.288046,2.807357,1.289734,-1.48836,-0.88387,-3.85805,-0.78616,5.542079,0.961899,-2.13808,-0.31697,,
0.01667,0.5,0.6,1.164034,0.222251,-1.07011,0.180165,3.750801,1.493623,-2.19761,-0.98306,-5.14159,-0.94759,7.880414,1.209031,-3.13907,-0.41785,,
0.01667,0.5,0.8,1.353221,0.27298,-1.41068,0.087827,4.662153,1.721405,-4.72976,-1.50869,-0.84795,-0.1139,3.968669,0.563375,-1.70458,-0.23027,,
0.01667,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458,,
0.01667,1,0.2,1.2106055,0.2138344,-1.2105643,0.1777026,4.9943941,3.2716297,-13.508283,-9.1531646,21.072293,13.549492,-16.977692,-10.81284,5.4653669,3.4815135,,
0.01667,1,0.4,1.289119,0.213396,-0.9709,0.577466,1.832512,0.607135,-0.94141,-0.16641,-2.10037,-1.84865,3.331608,2.138667,-1.37195,-0.77276,,
0.01667,1,0.6,1.385161,0.242113,-1.1646,0.51024,2.102501,0.755589,-1.42622,-0.53058,-1.26635,-1.23371,2.519391,1.598488,-1.06144,-0.58669,,
0.01667,1,0.8,1.491501,0.265356,-1.32747,0.503822,1.968341,0.629647,-0.78139,-0.30345,-1.89387,-1.16137,2.573345,1.270709,-0.93101,-0.42909,,
0.01667,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612,,
0.01667,2,0.2,0.8101916,0.13221,-0.9412593,0.0467146,4.0126414,3.404545,-12.507285,-10.328106,20.589007,15.540798,-17.329107,-12.698847,5.8820015,4.318054,,
0.01667,2,0.4,0.8245651,0.1339511,-0.3028365,0.0389739,-0.760017,3.4338823,3.3001602,-10.4599,-5.9433064,15.789207,4.6607966,-12.90015,-1.2672554,4.3776714,,
0.01667,2,0.6,0.849941,0.1450687,-0.3556093,0.0152402,-0.7320158,3.5174526,3.4590456,-10.643316,-6.4089179,16.026897,5.1364574,-13.077077,-1.4338641,4.435068,,
0.01667,2,0.8,0.9019647,0.1471513,-0.9728613,0.0263638,3.0540609,3.3848213,-8.3490973,-10.079855,12.82235,14.61614,-10.547233,-11.359881,3.6224835,3.6753008,,
0.05,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994,,
0.05,0.03125,0.2,0.2147553,0.0081488,2.4733297,0.2377645,-1.2474542,2.472389,-4.0148844,-3.7475362,10.325431,3.7575353,-9.529523,-2.932355,3.0755621,0.950931,,
0.05,0.03125,0.4,0.236097,0.01022,3.057278,0.412402,-3.49362,1.538415,3.272192,-0.06178,3.058013,-1.36755,-7.66155,0.432335,3.38593,-0.00654,,
0.05,0.03125,0.6,0.286106,0.01984,3.590594,0.656222,-4.3735,0.381081,9.648488,4.571407,-3.30654,-6.66774,-7.06883,2.83062,4.15326,-0.45051,,
0.05,0.03125,0.8,0.459693,0.061756,2.680576,0.608905,10.71803,2.852737,-36.8898,-3.27153,86.52319,12.27468,-93.7594,-17.7359,35.0815,7.20968,,
0.05,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134,,
0.05,0.0625,0.2,0.2859329,0.0196037,2.0653053,0.2151084,-0.9905563,2.5626289,-1.4150031,-4.201155,2.8652343,4.4798485,-2.0661068,-3.4669351,0.5016295,1.1166928,,
0.05,0.0625,0.4,0.330079,0.027296,2.568783,0.454514,-2.27301,1.294,2.448229,0.658591,-0.90618,-3.37459,-1.11523,2.556753,0.63369,-0.72498,,
0.05,0.0625,0.6,0.413411,0.057567,3.390579,0.505684,-4.88205,2.031914,13.35192,-1.48221,-17.1606,1.49549,9.148894,-2.55834,-1.80159,1.11454,,
0.05,0.0625,0.8,0.626497,0.112646,3.554364,0.705805,0.791921,2.378499,0.319437,-0.94843,2.082479,0.683212,-8.67482,-2.90865,4.88367,1.54398,,
0.05,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155,,
0.05,0.125,0.2,0.4141745,0.0487792,1.1275356,0.0133782,1.7988949,3.9204009,-6.4537497,-9.0880489,8.188584,12.59039,-5.2215937,-9.7977291,1.3338255,3.0135889,,
0.05,0.125,0.4,0.49177,0.061881,1.548053,0.38799,0.540205,1.451541,-2.18346,-0.01675,1.219615,-2.87524,0.2889,2.630131,-0.41367,-0.82139,,
0.05,0.125,0.6,0.646005,0.109303,1.835145,0.436654,0.82857,1.918129,-1.6608,-1.32123,-0.48776,-0.57317,1.338079,0.475322,-0.55041,-0.06756,,
0.05,0.125,0.8,0.932744,0.192139,1.964806,0.48721,3.15328,2.518337,-4.82911,-1.97462,-1.91343,-1.32738,5.112632,2.000274,-1.94754,-0.71771,,
0.05,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741,,
0.05,0.25,0.2,0.6229529,0.0905859,-0.2485784,0.1617121,7.0430049,2.5472316,-20.131994,-5.1142004,28.206025,6.3762462,-19.995012,-4.8989319,5.6320877,1.5167184,,
0.05,0.25,0.4,0.730309,0.114217,0.032604,0.241806,4.133217,1.82977,-7.89856,-1.76826,6.015964,0.301807,-1.52176,0.020593,-0.18979,0.01444,,
0.05,0.25,0.6,0.920251,0.170268,-0.15401,0.223518,5.161938,1.897436,-8.80824,-1.23991,4.580701,-1.40283,1.126215,1.812988,-1.30665,-0.63079,,
0.05,0.25,0.8,1.232296,0.24971,-1.44265,0.109779,14.00362,2.40797,-35.2375,-1.70734,44.19969,-2.21867,-28.7466,3.449448,7.70182,-1.37262,,
0.05,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313,,
0.05,0.5,0.2,0.8998006,0.1482707,-1.1008716,0.1526809,6.7949974,2.2809119,-16.008148,-4.6071223,20.985635,5.8286426,-14.692497,-4.5922291,4.2008852,1.4712639,,
0.05,0.5,0.4,0.987595,0.170315,-0.66042,0.303766,2.590442,1.212967,-0.90604,-0.73513,-4.68434,-0.91455,6.135042,0.999363,-2.30652,-0.31364,,
0.05,0.5,0.6,1.153521,0.218965,-1.08466,0.182074,3.885314,1.497493,-2.68034,-1.04671,-4.32005,-0.78257,7.224627,1.0459,-2.94069,-0.36131,,
0.05,0.5,0.8,1.338794,0.27042,-1.38468,0.086394,4.594746,1.735666,-4.61825,-1.52154,-0.81553,-0.10702,3.849965,0.584301,-1.665,-0.25095,,
0.05,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458,,
0.05,1,0.2,1.2091906,0.2131357,-1.2119075,0.1842366,5.0112782,3.2319216,-13.553361,-9.0396511,21.141961,13.389696,-17.036849,-10.70413,5.4856225,3.4528991,,
0.05,1,0.4,1.28226,0.2313746,-0.97195,0.1294187,1.89287,3.4578251,-1.14423,-9.7497871,-1.79684,14.680574,3.117624,-11.902752,-1.31483,3.8908182,,
0.05,1,0.6,1.370374,0.237955,-1.1028,0.527833,1.793047,0.669323,-0.49161,-0.29314,-2.73265,-1.5654,3.649469,1.825575,-1.40117,-0.64769,,
0.05,1,0.8,1.47406,0.262095,-1.2903,0.499982,1.933306,0.668801,-0.75389,-0.33529,-1.85256,-1.22128,2.483311,1.383466,-0.89123,-0.48013,,
0.05,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612,,
0.05,2,0.2,0.84059,0.1401448,-0.9828964,0.0460755,3.9783944,3.384682,-11.929139,-10.137821,19.232361,15.107048,-16.107076,-12.328596,5.4985318,4.2110577,,
0.05,2,0.4,0.8204618,0.1422434,-0.2806825,0.0527995,-0.8637066,3.3104268,3.6013842,-9.9190612,-6.4111767,14.794871,5.020308,-12.107982,-1.3749797,4.1496887,,
0.05,2,0.6,0.8457322,0.1488396,-0.3595145,0.0406125,-0.6426755,3.3249114,3.1612151,-9.9017635,-5.938571,14.712096,4.7719679,-12.020216,-1.3235536,4.1204818,,
0.05,2,0.8,0.8946607,0.1434305,-0.943651,0.2331398,2.9530039,2.0104442,-8.036581,-5.6212616,12.297855,7.5252202,-10.12834,-5.9911091,3.4958489,2.1206547,,
0.1,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994,,
0.1,0.03125,0.2,0.2144509,0.0080221,2.4711734,0.238083,-1.2860169,2.4576921,-3.9437101,-3.7039504,10.258246,3.6653669,-9.4874515,-2.8375154,3.06284,0.9161589,,
0.1,0.03125,0.4,0.236202,0.010315,3.023283,0.397102,-3.37463,1.637174,2.651422,-0.48265,4.269107,-0.6416,-8.69801,-0.13767,3.71981,0.16533,,
0.1,0.03125,0.6,0.280327,0.017664,3.510681,0.638312,-4.3633,0.336248,9.283177,4.673656,-2.72031,-7.02999,-7.44743,3.3065,4.27352,-0.64,,
0.1,0.03125,0.8,0.410845,0.045914,2.7858,0.644114,7.19999,1.810985,-24.9664,0.15005,63.83854,5.630371,-72.4905,-11.3292,27.6356,4.91916,,
0.1,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134,,
