t/Ri ,a/c ,a/t ,"A0, G0","A0, G1","A1, G0","A1, G1","A2, G0","A2, G1","A3, G0","A3, G1","A4, G0","A5, G1","A5, G0","A5, G1","A6, G0","A6, G1"
0.01667,0.25,0.6,0.959876,0.181752,-0.13126,0.231176,5.37191,1.981924,-8.86927,-1.34379,4.107657,-1.35287,1.666586,1.779564,-1.48603,-0.61368
0.01667,0.25,0.8,1.301025,0.281597,-0.8,0.00126,9.528552,3.419849,-18.1521,-4.63533,13.24947,2.073505,-3.02692,0.092415,-0.28605,-0.28503
0.01667,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313
0.01667,0.5,0.2,0.909418,0.1505282,-1.1229795,0.1451739,6.9181225,2.3390416,-16.309875,-4.7612919,21.379833,6.0370436,-14.955815,-4.7336784,4.2713814,1.5092378
0.01667,0.5,0.4,1.013727,0.176003,-0.75171,0.30621,3.122658,1.196801,-2.29927,-0.59972,-2.73111,-1.22689,4.737906,1.297361,-1.90932,-0.4173
0.01667,0.5,0.6,1.200833,0.230849,-1.14671,0.20303,4.210714,1.359314,-3.41303,-0.55302,-3.46013,-1.62999,6.698155,1.727651,-2.8074,-0.56953
0.01667,0.5,0.8,1.422892,0.294814,-1.44376,0.060799,4.682268,1.870252,-4.543,-1.93792,-1.42618,0.508038,4.478438,0.078584,-1.83774,-0.07045
0.01667,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458
0.01667,1,0.2,1.2229223,0.2141793,-1.2350945,0.2143843,5.0353697,3.0512609,-13.554987,-8.5440546,21.107245,12.678058,-16.993613,-10.188549,5.4693935,3.3045727
0.01667,1,0.4,1.306917,0.219593,-0.99036,0.541649,1.786662,0.830186,-0.64529,-0.85797,-2.70412,-0.76163,3.884589,1.301776,-1.56144,-0.52191
0.01667,1,0.6,1.414978,0.249234,-1.21456,0.515865,2.209937,0.702266,-1.65378,-0.40927,-0.9621,-1.37695,2.311875,1.689677,-1.00526,-0.61139
0.01667,1,0.8,1.540551,0.278874,-1.42861,0.484701,2.255387,0.649196,-1.59946,-0.32348,-0.61019,-1.18525,1.57747,1.325701,-0.62566,-0.45247
0.01667,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612
0.01667,2,0.2,0.8182509,0.1334825,-0.9683874,0.0474146,4.0481966,3.3890896,-12.506099,-10.28712,20.531123,15.485607,-17.266667,-12.657711,5.8604688,4.3047611
0.01667,2,0.4,0.8362279,0.1356418,-0.3571232,0.041171,-0.5678228,3.4054647,2.8372219,-10.380241,-5.3004184,15.670811,4.2029047,-12.805065,-1.1376264,4.34607
0.01667,2,0.6,0.8628933,0.1469324,-0.3858659,0.0235743,-0.698109,3.4453527,3.3951106,-10.434511,-6.2590966,15.714005,4.9745741,-12.835899,-1.3727913,4.3600722
0.01667,2,0.8,0.9191929,0.1506695,-1.0122491,0.0175076,3.0710619,3.4048063,-8.291708,-10.143058,12.689191,14.721138,-10.419864,-11.435621,3.5764034,3.6945046
0.05,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994
0.05,0.03125,0.2,0.2126857,0.007088,2.4579374,0.2281639,-1.1427912,2.4965869,-4.2121606,-3.7556676,10.672531,3.8111506,-9.8506499,-3.0085539,3.1779116,0.975928
0.05,0.03125,0.4,0.22745,0.007009,2.979486,0.378366,-3.29173,1.6174,3.159303,-0.26614,3.653372,-0.67952,-8.4864,-0.28417,3.67686,0.212
0.05,0.03125,0.6,0.253364,0.007365,3.631361,0.711117,-6.2242,-0.62296,17.31625,8.062759,-14.5951,-11.5518,1.37271,6.554,1.38979,-1.73393
0.05,0.03125,0.8,0.349869,0.027355,3.619092,0.897757,0.19689,-0.36758,-4.04123,5.55412,46.26732,3.426951,-68.4234,-12.9111,27.6219,5.65598
0.05,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134
0.05,0.0625,0.2,0.2848454,0.0187192,2.0654031,0.2128839,-0.9077591,2.5716802,-1.527662,-4.1560222,3.0161277,4.4282009,-2.2090336,-3.4585236,0.5488481,1.1185246
0.05,0.0625,0.4,0.321296,0.026096,2.344803,0.342219,-0.74269,2.000518,-1.41942,-1.33364,5.011997,-0.05783,-5.68102,-0.12305,1.95365,0.0775
0.05,0.0625,0.6,0.373396,0.045601,3.103322,0.383656,-3.58897,2.560853,11.52991,-2.75537,-12.9474,4.612923,4.650861,-5.67179,-0.34272,2.10837
0.05,0.0625,0.8,0.522614,0.076938,3.423439,0.718847,-0.65481,1.276976,9.748554,3.580448,-3.22359,-2.1787,-13.8776,-4.29286,8.541,2.69874
0.05,0.125,0,0.4065238,0.032027,0.7772483,0.1825342,3.8861644,2.2670449,-12.573943,-2.7076615,16.760207,1.2088194,-11.014593,-0.377743,2.8706957,0.0763155
0.05,0.125,0.2,0.4152094,0.0483124,1.1478676,0.0191548,1.7621671,3.9027693,-6.1869855,-8.9811618,7.6894963,12.436651,-4.8377705,-9.7095804,1.2221148,2.9940655
0.05,0.125,0.4,0.492639,0.062728,1.572132,0.35287,0.654425,1.799037,-2.03939,-1.04375,0.977903,-1.04283,0.335433,1.029042,-0.40676,-0.30341
0.05,0.125,0.6,0.642992,0.105782,1.913227,0.482643,0.859937,1.709168,-0.16496,-0.07929,-2.3392,-2.27975,1.743137,1.398444,-0.42438,-0.2595
0.05,0.125,0.8,0.953357,0.195255,1.859051,0.464974,5.330009,3.076292,-6.31552,-2.13409,0.967732,-0.3677,-0.94939,-0.41079,1.25388,0.56268
0.05,0.25,0,0.6152816,0.0703566,-0.3348694,0.2828152,6.295562,1.4036169,-15.590618,-0.6511596,19.299508,-1.2076596,-12.488107,1.0318656,3.3010035,-0.2423741
0.05,0.25,0.2,0.6316981,0.0906535,-0.2961952,0.1788838,7.4180799,2.4733841,-21.116428,-4.8681054,29.573759,5.9984214,-20.968968,-4.6244285,5.9077913,1.4384031
0.05,0.25,0.4,0.746144,0.117507,0.067798,0.267022,4.12321,1.751451,-7.50001,-1.43643,5.121192,-0.23205,-0.75142,0.406091,-0.43909,-0.09548
0.05,0.25,0.6,0.970783,0.185556,-0.1536,0.221463,5.712369,2.097073,-9.60384,-1.55227,5.1974,-1.08835,0.737336,1.571893,-1.17929,-0.54958
0.05,0.25,0.8,1.336672,0.298261,-0.81155,-0.10941,10.00899,4.399185,-18.4329,-7.52596,13.07452,6.738908,-2.97413,-3.74492,-0.22982,0.94584
0.05,0.5,0,0.8776607,0.1277541,-0.6729719,0.4368502,3.7721411,0.4904522,-6.520906,1.0427434,6.3377934,-2.9631236,-3.7028038,2.0826525,0.9872447,-0.5184313
0.05,0.5,0.2,0.9094785,0.1511354,-1.0704029,0.1498618,6.5969031,2.3171901,-15.339481,-4.6991089,19.891956,5.9510689,-13.831397,-4.6766956,3.9381913,1.4944878
0.05,0.5,0.4,1.018756,0.177791,-0.72522,0.309734,2.951062,1.178272,-1.69653,-0.52074,-3.74953,-1.36851,5.563018,1.413158,-2.16796,-0.45344
0.05,0.5,0.6,1.219168,0.236895,-1.16241,0.199095,4.303999,1.366537,-3.49566,-0.4508,-3.52645,-1.93034,6.838974,2.035587,-2.8685,-0.67959
0.05,0.5,0.8,1.467086,0.310865,-1.48746,0.02055,4.913156,2.111191,-4.82174,-2.51011,-1.41119,1.217713,4.621322,-0.38628,-1.89735,0.05646
0.05,1,0,1.1977992,0.1870117,-0.524487,0.6987352,0.1498299,0.13169,2.3284866,0.7269255,-5.1058499,-2.5259384,4.3469049,2.1756251,-1.348798,-0.6540458
0.05,1,0.2,1.2267227,0.2162188,-1.2309827,0.2008041,4.9938199,3.1282931,-13.435866,-8.7575323,20.94246,12.984058,-16.881717,-10.406989,5.4396233,3.3659724
0.05,1,0.4,1.314608,0.221716,-1.00242,0.540466,1.845476,0.838594,-0.87447,-0.89902,-2.25044,-0.67864,3.465469,1.227119,-1.41644,-0.49694
0.05,1,0.6,1.427393,0.255387,-1.17225,0.483923,1.810774,0.902298,-0.26717,-1.0407,-3.30787,-0.36308,4.225811,0.890908,-1.60621,-0.36619
0.05,1,0.8,1.566988,0.287327,-1.42439,0.48235,2.081699,0.633935,-1.04066,-0.29531,-1.46525,-1.20468,2.209288,1.324542,-0.80444,-0.44693
0.05,2,0,0.8150546,0.1359146,-0.5623828,0.070234,1.4465771,3.5558581,-4.6778133,-11.034445,8.4192164,16.967724,-7.9025932,-14.126991,2.9866351,4.8706612
0.05,2,0.2,0.8410025,0.1393039,-1.0986979,0.0157399,4.6833289,3.5854198,-14.2544,-10.908384,23.077894,16.46569,-19.117803,-13.405784,6.3907936,4.525631
0.05,2,0.4,0.8552595,0.1433068,-1.1713096,-0.0051111,5.0505801,3.7018421,-15.42375,-11.315879,24.918773,17.126325,-20.491114,-13.89778,6.7824876,4.6633443
0.05,2,0.6,0.8922163,0.1531695,-1.1791312,0.0011284,4.7085484,3.5772066,-14.194993,-10.858841,22.986733,16.387974,-19.057873,-13.348661,6.3764561,4.5099477
0.05,2,0.8,0.9462314,0.165192,-1.6448744,-0.1064856,7.4204133,4.2963413,-22.617661,-13.173123,35.895514,19.754851,-28.367552,-15.432417,8.8839133,4.9095345
0.1,0.03125,0,0.1965046,0.005178,2.9373464,0.175028,-5.2582823,2.771868,7.4889153,-4.6457154,-6.9282667,4.6780502,3.3673349,-3.276809,-0.6677966,0.9840994
0.1,0.03125,0.2,0.2114908,0.0066363,2.4425792,0.2226202,-1.0853387,2.5052241,-4.3244076,-3.7606471,10.821413,3.8258183,-9.968243,-3.0282477,3.2163776,0.9830947
0.1,0.03125,0.4,0.22465,0.014875,2.939734,0.376324,-3.08715,1.587636,2.431032,-0.21476,4.869024,-0.69793,-9.54299,-0.3343,4.05406,0.25184
0.1,0.03125,0.6,0.249521,0.020047,3.415958,0.625843,-4.94048,-0.0433,13.04232,5.959214,-8.3791,-8.13215,-3.16601,3.813733,2.78636,-0.85041
0.1,0.03125,0.8,0.340424,0.030666,2.71013,0.685686,5.474106,0.691668,-20.2718,2.553542,65.82877,5.934145,-78.8076,-13.208,29.7605,5.41846
0.1,0.0625,0,0.2695332,0.0138667,2.1626001,0.1827458,-1.6551569,2.5749608,-1.2970208,-3.9044679,4.5604304,3.3556301,-4.3163876,-2.1772209,1.4010655,0.6420134
0.1,0.0625,0.2,0.2834411,0.0182016,2.0560718,0.2072911,-0.8751298,2.5921978,-1.5432422,-4.2023608,3.0228355,4.5304917,-2.2245268,-3.5646673,0.5558294,1.156477
0.1,0.0625,0.4,0.313775,0.024357,2.325856,0.307205,-0.85799,2.181436,-0.90403,-1.98163,4.276652,1.166317,-5.17457,-1.16787,1.8051,0.40256
0.1,0.0625,0.6,0.360061,0.037143,2.888485,0.420124,-2.61053,2.006838,8.000811,-1.05509,-6.66597,2.069572,-0.3626,-3.64218,1.12298,1.43688
0.1,0.0625,0.8,0.469443,0.059849,3.330519,0.706503,-1.83469,0.763297,11.80685,4.431982,-5.54196,-3.15695,-10.7636,-2.85922,6.8425,1.88931
